FID,PREFIX,NAME,TYPE,SUFFIX,STREETNAME,ALTERNATEN,LLEFT,HLEFT,LRGT,HRGT,FROMSTREET,TOSTREET,ZIPL,ZIPR,MCDL,MCDR,OWNER,BELTWAY,MAJORRD,NO_LANES,CFCC,GDTLINK,ONEWAY,UNIQUE_ID,ROUTE_NO,SYSTEMID,USERID,FEATURECOD,UPDATE_YEA,MODIFIEDBY,MODIFIEDON,CREATEDBY,CREATEDON,Shape_Leng
1001, ,Marwood,Rd, ,Marwood Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,69801,97,1630,1994, , , , ,499.726798379
1002, ,Grant,St, ,Grant St, ,651,699,650,698,Strawberry Way,Seventh Ave,15219,15219,100,100,City,Purple, ,2,A31, ,n,12476, ,8390,51635021,1600,2004, , , , ,170.471141743
1003, ,Connor,Rd, ,Connor Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57600,64,1620,1994, , , , ,39.281647012
1004, ,Blvd of the Allies, , ,Blvd of the Allies, ,441,499,440,498,First St,Grant St,15219,15219,100,100,State,Purple,Yes,4,A31, ,n,13697, ,71868,51635058,1600,2004, , , , ,106.881850834
1005, ,Connor,Rd, ,Connor Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57606,27,1620,1994, , , , ,1261.32659992
1006, ,Beechwood,Blvd, ,Beechwood Blvd, ,3615,3635,3592,3598,Monitor St,Monitor St Ext,15217,15217,100,100,City,Blue, ,2,A31, ,n,16415, ,10394,51686188,1600,2004, , , , ,345.415138251
1007, ,Beechwood,Blvd, ,Beechwood Blvd, ,3573,3613,3578,3590,Welfer St,Monitor St,15217,15217,100,100,City,Blue, ,2,A31, ,n,16615, ,10518,51650302,1600,2004, , , , ,78.4606438659
1008, ,Cochran,Rd, ,Cochran Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,77714,87,1630,1994, , , , ,30.3182600092
1009, ,Clifton,Rd, ,Clifton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58338,30,1630,1994, , , , ,406.700685199
1010, ,Forward,Ave, ,Forward Ave, ,5703,5799,5700,5798,I-279 Ramp,Murray Ave,15217,15217,100,100,City,Blue, ,2,A31, ,n,15643, ,59690,51650277,1600,2004, , , , ,555.728773897
1011, ,Clifton,Rd, ,Clifton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58272,51,1630,1994, , , , ,717.768332005
1012, ,Forward,Ave, ,Forward Ave, ,5703,5799,5700,5798,I-279 Ramp,Murray Ave,15217,15217,100,100,City,Blue, ,2,A31, ,n,15643, ,59690,51650277,1600,2004, , , , ,84.8638221693
1013, ,Cochran,Rd, ,Cochran Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,77742,48,1630,1994, , , , ,174.843624646
1014, ,Shady,Ave, ,Shady Ave, ,2701,2799,2700,2748,Alderson St,Sunapee Way,15217,15217,100,100,City,Blue, ,2,A31, ,n,15899, ,59706,51652253,1600,2004, , , , ,109.526080345
1015, ,Clifton,Rd, ,Clifton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58310,44,1630,1994, , , , ,311.553434299
1016, ,Shady,Ave, ,Shady Ave, ,2701,2799,2700,2748,Alderson St,Sunapee Way,15217,15217,100,100,City,Blue, ,2,A31, ,n,15899, ,59706,51652253,1600,2004, , , , ,117.350832668
1017, ,Clifton,Rd, ,Clifton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58302,47,1630,1994, , , , ,100.552660677
1018, ,Shady,Ave, ,Shady Ave, ,2619,2699,2614,2698,Maeburn Rd,Alderson St,15217,15217,100,100,City,Blue, ,2,A31, ,n,15746, ,10061,51652255,1600,2004, , , , ,149.141955583
1019, ,Shady,Ave, ,Shady Ave, ,2101,2199,2100,2198,Hobart St,Douglas Ave,15217,15217,100,100,City,Blue,Yes,2,A31, ,n,14770, ,74740,51652236,1600,2004, , , , ,172.545191617
1020, ,Clifton,Rd, ,Clifton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58274,49,1630,1994, , , , ,83.544579559
1021, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57946,9,1630,1994, , , , ,1678.52494801
1022, ,Shady,Ave, ,Shady Ave, ,2101,2199,2100,2198,Hobart St,Douglas Ave,15217,15217,100,100,City,Blue,Yes,2,A31, ,n,14770, ,74740,51652236,1600,2004, , , , ,131.022806406
1023, ,Becks Run,Rd, ,Becks Run Rd, ,400,949,401,880,Adalia St,Wagner St,15210,15210,100,100,County,Blue,Yes,0,A31, ,n,21104, ,75009,51637604,1600,2004, , , , ,212.712186036
1024, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75808,98,1620,1994, , , , ,123.938483471
1025, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75807,98,1620,1994, , , , ,67.6333310492
1026, ,Potomac,Ave, ,Potomac Ave, ,2001,2009,2000,2008,Strachan Ave,Bellingham Ave,15216,15216,100,100, ,Blue,Yes,2,A31, ,n,20502, ,69429,51630917,1600,1994, , , , ,333.857000842
1027, ,Cochran,Rd, ,Cochran Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,77726,20,1630,1994, , , , ,236.670094342
1028, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,72766,49,1630,2004, , , , ,1078.71923335
1029, ,Connor,Rd, ,Connor Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57597,114,1620,1994, , , , ,1336.42579787
1030, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,72766,49,1630,2004, , , , ,729.599805502
1031, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58238,8,1630,1994, , , , ,633.389033236
1032, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,69986,28,1620,2004, , , , ,16.106372188
1033, ,Baldwin,St, ,Baldwin St, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,69508,102,1630,1994, , , , ,1417.47010354
1034, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,70073,39,1630,2004, , , , ,87.6277279418
1035, ,Railroad,St, ,Railroad St, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,42756,94,1630,1994, , , , ,136.43103176
1036, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,58002,94,1620,2004, , , , ,1747.89264207
1037, ,Bower Hill,Rd, ,Bower Hill Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,72514,100,1630,1994, , , , ,91.2179424725
1038, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,58002,94,1620,2004, , , , ,400.178107258
1039, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75800,110,1620,1994, , , , ,541.578179795
1040, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57996,28,1620,2004, , , , ,1435.0841365
1041, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75798,119,1620,1994, , , , ,50.8491887395
1042, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57996,28,1620,2004, , , , ,71.4287666289
1043, ,Potomac,Ave, ,Potomac Ave, ,0,0,0,0, , , , , , , ,Blue,Yes,0, , , ,0, ,36533,139,1620,1994, , , , ,135.150075586
1044, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57998,95,1620,2004, , , , ,229.665594661
1045, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76410,24,1630,1994, , , , ,331.304375985
1046, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57998,95,1620,2004, , , , ,220.983849122
1047, ,Curry Hollow,Rd, ,Curry Hollow Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,69986,28,1620,2004, , , , ,1464.55578896
1048, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76409,33,1630,1994, , , , ,99.9112114001
1049, ,Bower Hill,Rd, ,Bower Hill Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,72513,113,1630,1994, , , , ,195.068680485
1050, ,Evergreen,Rd, ,Evergreen Rd, ,0,0,0,0, , , , , , , ,Blue,Yes,0, , , ,0, ,55304,47,1620,2004, , , , ,360.687671041
1051, ,Bower Hill,Rd, ,Bower Hill Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,72517,119,1630,1994, , , , ,199.217602123
1052, ,Evergreen,Rd, ,Evergreen Rd, ,0,0,0,0, , , , , , , ,Blue,Yes,0, , , ,0, ,55304,47,1620,2004, , , , ,435.7911895
1053, ,Washington,Ave, ,Washington Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 50,76476,17,1630,1994, , , , ,122.743789172
1054, ,Bakerstown and Warrendale,Rd, ,Bakerstown and Warrendale Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52907,5,1630,2004, , , , ,400.223796663
1055, ,Mc Laughlin Run,Rd, ,Mc Laughlin Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58025,53,1630,1994, , , , ,1773.02728635
1056, ,Bakerstown and Warrendale,Rd, ,Bakerstown and Warrendale Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52907,5,1630,2004, , , , ,1936.45749658
1057, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58222,31,1630,1994, , , , ,1999.18342119
1058, ,Cedar Ridge,Rd, ,Cedar Ridge Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,70772,28,1630,2004, , , , ,1028.33576759
1059, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58177,24,1630,1994, , , , ,584.549060556
1060, ,Cedar Ridge,Rd, ,Cedar Ridge Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,70772,28,1630,2004, , , , ,509.420767747
1061, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58114,129,1630,1994, , , , ,631.989135788
1062, ,Becks Run,Rd, ,Becks Run Rd, ,21,249,8,298,Athena Ave,Hopeland St,15210,15210,100,100,County,Blue,Yes,0,A31, ,n,22020, ,14600,51639312,1600,2004, , , , ,1267.98130652
1063, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58041,30,1630,1994, , , , ,153.381660589
1064, ,Becks Run,Rd, ,Becks Run Rd, ,21,249,8,298,Athena Ave,Hopeland St,15210,15210,100,100,County,Blue,Yes,0,A31, ,n,22020, ,14600,51639312,1600,2004, , , , ,980.969063223
1065, ,Mc Laughlin Run,Rd, ,Mc Laughlin Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,71699,32,1630,1994, , , , ,164.388799315
1066, ,Clifton,Rd, ,Clifton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58365,84,1630,1994, , , , ,455.829083713
1067, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,69985,19,1630,1994, , , , ,1153.68785627
1068, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76413,26,1630,1994, , , , ,401.221545242
1069, ,Cochran,Rd, ,Cochran Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,77728,10,1630,1994, , , , ,598.148805108
1070, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57952,8,1630,1994, , , , ,199.574929448
1071, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58159,7,1630,1994, , , , ,1283.40710909
1072, ,Connor,Rd, ,Connor Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57599,97,1620,1994, , , , ,1838.32119121
1073, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57966,112,1630,1994, , , , ,1630.66355479
1074, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57885,43,1630,1994, , , , ,168.224773123
1075, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75799,119,1620,1994, , , , ,270.67490994
1076, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57914,28,1630,1994, , , , ,685.69864964
1077, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58188,31,1630,2004, , , , ,412.156016969
1078, ,Mc Laughlin Run,Rd, ,Mc Laughlin Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,57912,41,1630,1994, , , , ,904.370337346
1079, ,Mc Murray,Rd, ,Mc Murray Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,58086,20,1630,1994, , , , ,1525.63535776
1080, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57878,47,1630,1994, , , , ,204.479354456
1081, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75794,106,1620,1994, , , , ,181.856731742
1082, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76411,21,1630,1994, , , , ,552.445118803
1083, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75796,111,1620,1994, , , , ,237.162659944
1084, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,69630,61,1630,1994, , , , ,582.382752008
1085, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57975,79,1630,1994, , , , ,166.337507175
1086, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76414,41,1630,1994, , , , ,590.370463483
1087, ,Broughton,Rd, ,Broughton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57971,87,1630,1994, , , , ,558.094923968
1088, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76407,38,1630,1994, , , , ,362.93973136
1089, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76406,45,1630,1994, , , , ,339.606270829
1090, ,Cochran,Rd, ,Cochran Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,77729,116,1630,1994, , , , ,383.073908678
1091, ,Connor,Rd, ,Connor Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57613,51,1620,1994, , , , ,102.044343716
1092, ,Mc Neilly,Ave, ,Mc Neilly Ave, ,0,0,0,0, , , , ,100,100, ,Blue,Yes,2,A30, ,n,22361, ,75034,51638187,1600,1994, , , , ,572.267856816
1093, ,Connor,Rd, ,Connor Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57610,51,1620,1994, , , , ,309.845487531
1094, ,Mc Neilly,Ave, ,Mc Neilly Ave, ,0,0,0,0, , , , , , ,County,Blue,Yes,0, , , ,0, ,39590,140,1630,1994, , , , ,299.683743954
1095, ,Connor,Rd, ,Connor Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57588,116,1620,1994, , , , ,401.457394109
1096, ,Mc Neilly,Ave, ,Mc Neilly Ave, ,0,0,0,0, , , , , , ,County,Blue,Yes,0, , , ,0, ,74878,123,1620,1994, , , , ,532.704130238
1097, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76405,106,1630,1994, , , , ,940.31676562
1098, ,Mc Neilly,Ave, ,Mc Neilly Ave, ,0,0,0,0, , , , ,100,100, ,Blue,Yes,2,A30, ,n,22326, ,74879,51637977,1600,1994, , , , ,370.031122519
1099, ,Mc Laughlin Run,Rd, ,Mc Laughlin Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,57662,19,1630,1994, , , , ,6735.44444068
1100, ,Cochran,Rd, ,Cochran Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,77718,40,1630,1994, , , , ,294.592264968
1101, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75806,101,1620,1994, , , , ,240.513796195
1102, ,Cochran,Rd, ,Cochran Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,77740,79,1630,1994, , , , ,178.722450429
1103, ,Bower Hill,Rd, ,Bower Hill Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,72518,126,1630,2004, , , , ,166.651888127
1104, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75810,95,1620,1994, , , , ,274.533512958
1105, ,Washington,Rd, ,Washington Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 19,75811,117,1620,1994, , , , ,1263.23124779
1106, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76408,33,1630,1994, , , , ,438.636360275
1107, ,Washington,Ave, ,Washington Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 50,76509,124,1620,2004, , , , ,27.1295066564
1108, ,Ridge,Rd, ,Ridge Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,69496,60,1630,1994, , , , ,205.170038734
1109, ,Washington,Ave, ,Washington Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 50,76508,121,1620,2004, , , , ,303.468192624
1110, ,Mc Laughlin Run,Rd, ,Mc Laughlin Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,57604,49,1630,1994, , , , ,951.425748416
1111, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57910,95,1620,1994, , , , ,271.760135186
1112, ,Shady,Ave, ,Shady Ave, ,2957,2999,2954,2998,Ira Way,Monitor St,15217,15217,100,100,City,Blue, ,2,A31, ,n,16498, ,10434,51681257,1600,1994, , , , ,161.847350335
1113, ,Riverton,St, ,Riverton St, ,0,0,0,0, , , , , , , ,Blue,Yes,0, , , ,0,PA 837,76204,35,1620,1994, , , , ,1133.28000374
1114,E,Carson,St, ,Carson St, ,4900,4910,4901,4911,E Carson St Ramp,City Limit,15207,15207,100,100,State,Blue,Yes,0,A11, ,n,21434,PA 837,76206,51651650,1600,1994, , , , ,584.780588606
1115, ,Becks Run,Rd, ,Becks Run Rd, ,422,643,421,599,Wagner St,Parkwood Rd,15210,15210,100,100,County,Blue,Yes,0,A31, ,n,20306, ,13356,51637598,1600,1994, , , , ,3232.61046277
1116, ,Middle,Rd, ,Middle Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,72895,32,1630,1994, , , , ,774.493028573
1117, ,Homestead High Level,Brdg, ,Homestead High Level Brdg, ,0,0,0,0,Browns Hill Rd,City Limits,15217,15217,100,100,County,Blue,Yes,0,A11, ,n,19529, ,12735,51652507,1600,1994, , , , ,207.071205504
1118, ,Cedar Ridge,Rd, ,Cedar Ridge Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53408,20,1630,1994, , , , ,567.448917137
1119, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,72767,65,1630,1994, , , , ,932.744318176
1120, ,Cedar Ridge,Rd, ,Cedar Ridge Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53411,6,1630,1994, , , , ,417.740252198
1121, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,69895,24,1620,1994, , , , ,2235.77012383
1122, ,Cedar Ridge,Rd, ,Cedar Ridge Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53405,7,1630,1994, , , , ,856.565314736
1123, ,Cedar Ridge,Rd, ,Cedar Ridge Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53401,26,1630,1994, , , , ,171.368204852
1124, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57812,69,1620,1994, , , , ,691.444198645
1125, ,Cedar Ridge,Rd, ,Cedar Ridge Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53403,9,1630,1994, , , , ,744.907323678
1126, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57808,64,1620,1994, , , , ,455.156904413
1127, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77410,7,1630,2004, , , , ,470.782268619
1128, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57805,58,1620,1994, , , , ,237.502875789
1129, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77410,7,1630,2004, , , , ,195.043071557
1130, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 885,77528,56,1620,1994, , , , ,205.869331269
1131, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77412,17,1630,2004, , , , ,182.690142855
1132, ,Shady,Ave, ,Shady Ave, ,2401,2499,2400,2498,Pittock St,Sherbrook St,15217,15217,100,100,City,Blue,Yes,2,A31, ,n,15485, ,9952,51652234,1600,1994, , , , ,206.33564278
1133, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77412,17,1630,2004, , , , ,242.583317251
1134, ,Forward,St, ,Forward St, ,0,0,0,0,Beechwood Blvd,Beechwood Blvd Ramp,15217,15217,100,100,City,Blue, ,2,A30, ,n,15905, ,66676,51650290,1600,1994, , , , ,248.511594665
1135, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77412,17,1630,2004, , , , ,559.375966626
1136, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 885,77527,47,1620,1994, , , , ,1014.49270847
1137, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77412,17,1630,2004, , , , ,1170.59889399
1138, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,57783,48,1620,1994, , , , ,979.413826935
1139, ,Bakerstown and Warrendale,Rd, ,Bakerstown and Warrendale Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,70751,13,1630,2004, , , , ,32.4688267836
1140, ,Bakerstown and Warrendale,Rd, ,Bakerstown and Warrendale Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,70751,13,1630,2004, , , , ,1511.01308945
1141, ,Saw Mill Run,Blvd, ,Saw Mill Run Blvd, ,2427,2445,2440,2498,Underwood St,Glenbury St,15227,15227,100,100,State,Blue,Yes,0,A31, ,n,22399,PA 51,75734,51639114,1600,1994, , , , ,412.2349548
1142, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,69790,26,1620,1994, , , , ,6743.84341462
1143, ,Bakerstown and Warrendale,Rd, ,Bakerstown and Warrendale Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52839,4,1630,2004, , , , ,548.080073748
1144, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,69889,93,1620,1994, , , , ,149.078372808
1145, ,Bakerstown and Warrendale,Rd, ,Bakerstown and Warrendale Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52839,4,1630,2004, , , , ,573.25699184
1146, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,57699,5,1620,1994, , , , ,693.596311178
1147, ,Rowan,Dr, ,Rowan Dr, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52802,23,1630,1994, , , , ,1493.69483848
1148, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,72765,65,1630,1994, , , , ,629.5409431
1149, ,Gibsonia,Rd, ,Gibsonia Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77517,11,1630,1994, , , , ,1066.53518456
1150, ,Pgh Mc Keesport,Blvd, ,Pgh Mc Keesport Blvd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,57777,62,1620,1994, , , , ,2147.85724398
1151, ,Gibsonia,Rd, ,Gibsonia Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77468,7,1630,1994, , , , ,246.16196283
1152, ,Lebanon Church,Rd, ,Lebanon Church Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,79550,7,1630,1994, , , , ,180.465707645
